Context,Question,Temperature,Method,Image_Path,Output,Actual
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2249.png,10,16
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,225.png,10,24
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2250.png,12,8
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2251.png,2,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2253.png,3,3
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2254.png,10,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2259.png,1,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,226.png,10,29
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2260.png,The exact number of ecDNA is not provided in the description.,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2261.png,"The exact number of ecDNA is not provided, so I cannot give an integer answer.",0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2264.png,The exact number of ecDNA in the image cannot be determined without seeing it.,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2265.png,There are no ecDNA present in the image.,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2269.png,The number of ecDNA in the image is 5.,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2270.png,10,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2274.png,10,8
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,228.png,23,7
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2284.png,There are 14 ecDNA in the image.,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2285.png,3,0
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2288.png,5,1
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,2289.png,10,20
"You are a pathologist analyzing metaphase cell images. These images contain three main structures: ecDNA, nuclei, and chromosomes. Your goal is to focus on connected component analysis in the image.",How many ecDNA are in the image? Return an integer number.,0.7,None,229.png,20,38
